Time (ms), Temperature (C), Shunt Voltage, Bus Voltage (V), Current (mA), Power (mW), Load Voltage (V)
1366000,32.13,-0.01,3.98,-0.30,0.00,3.98
1366500,32.19,0.01,3.98,0.10,0.00,3.98
1367000,32.19,0.02,3.98,0.00,0.00,3.98
1367500,32.19,-0.01,3.98,-0.20,0.00,3.98
1368000,32.19,-0.02,3.98,0.10,0.00,3.98
1368500,32.13,-0.01,3.98,0.10,0.00,3.98
1369000,32.19,0.01,3.98,-0.30,0.00,3.98
1369500,32.19,0.00,3.98,-0.30,0.00,3.98
1370000,32.19,0.01,3.98,-0.20,0.00,3.98
1370500,32.13,0.01,3.98,0.10,0.00,3.98
1371000,32.13,-0.02,3.98,-0.30,0.00,3.98
1371500,32.13,0.00,3.98,0.00,0.00,3.98
1372000,32.19,0.00,3.98,-0.10,0.00,3.98
1372500,32.13,0.01,3.98,0.10,0.00,3.98
1373000,32.13,-0.02,3.98,0.00,0.00,3.98
1373500,32.13,0.00,3.98,-0.20,0.00,3.98
1374000,32.13,0.01,3.98,-0.40,0.00,3.98
1374500,32.13,0.00,3.98,0.00,0.00,3.98
1375000,32.13,0.00,3.99,-0.10,0.00,3.99
1375500,32.13,0.00,3.99,0.00,0.00,3.99
1376000,32.13,-0.01,3.98,-0.20,0.00,3.98
1376500,32.13,0.00,3.98,0.00,0.00,3.98
1377000,32.13,0.01,3.98,-0.20,0.00,3.98
1377500,32.13,-0.01,3.98,0.00,0.00,3.98
1378000,32.06,-0.01,3.98,-0.20,0.00,3.98
1378500,32.13,0.00,3.98,-0.30,0.00,3.98
1379000,32.13,-0.01,3.99,-0.20,0.00,3.99
1379500,32.13,0.01,3.98,0.00,0.00,3.98
1380000,32.13,-0.03,3.98,-0.20,0.00,3.98
1380500,32.13,0.00,3.99,-0.20,0.00,3.99
1381000,32.06,-0.01,3.98,-0.10,0.00,3.98
1381500,32.13,-0.01,3.99,0.00,0.00,3.99
1382000,32.13,-0.01,3.98,-0.10,0.00,3.98
1382500,32.13,-0.01,3.98,-0.20,0.00,3.98
1383000,32.06,-0.02,3.98,-0.20,0.00,3.98
1383500,32.06,-0.03,3.99,-0.20,0.00,3.99
1384000,32.06,-0.01,3.98,-0.30,0.00,3.98
1384500,32.13,-0.04,3.98,-0.10,0.00,3.98
1385000,32.06,0.00,3.98,-0.10,0.00,3.98
1385500,32.06,-0.02,3.98,-0.10,0.00,3.98
1386000,32.06,0.00,3.98,-0.10,0.00,3.98
1386500,32.00,0.00,3.98,-0.20,0.00,3.98
1387000,32.06,0.00,3.98,0.00,0.00,3.98
1387500,32.00,-0.01,3.98,0.00,0.00,3.98
1388000,32.00,-0.03,3.98,-0.20,0.00,3.98
1388500,32.00,-0.01,3.98,-0.10,0.00,3.98
1389000,32.00,0.00,3.98,-0.10,0.00,3.98
1389500,32.00,-0.01,3.98,-0.10,0.00,3.98
1390000,32.00,-0.02,3.98,-0.10,0.00,3.98
1390500,32.00,-0.01,3.98,-0.20,0.00,3.98
1391000,32.00,-0.01,3.98,-0.20,0.00,3.98
1391500,32.00,-0.04,3.99,-0.10,0.00,3.99
1392000,32.00,-0.01,3.98,-0.10,0.00,3.98
1392500,32.00,-0.02,3.98,0.20,0.00,3.98
1393000,32.00,-0.03,3.98,-0.10,0.00,3.98
1393500,31.94,-0.01,3.98,-0.30,0.00,3.98
1394000,31.94,0.01,3.98,-0.10,0.00,3.98
1394500,31.94,-0.04,3.98,-0.20,0.00,3.98
1395000,31.94,-0.03,3.98,-0.30,4.00,3.98
1395500,31.94,-0.04,3.98,-0.10,0.00,3.98
1396000,31.94,0.00,3.98,-0.20,0.00,3.98
1396500,31.94,-0.04,3.99,-0.20,0.00,3.99
1397000,31.94,-0.01,3.99,0.00,0.00,3.99
1397500,31.94,0.00,3.98,-0.10,0.00,3.98
1398000,31.94,-0.04,3.98,0.10,0.00,3.98
1398500,31.87,-0.02,3.98,0.00,0.00,3.98
1399000,31.87,0.01,3.98,0.20,0.00,3.98
1399500,31.94,-0.01,3.98,-0.20,0.00,3.98
1400000,31.87,-0.02,3.98,0.10,0.00,3.98
1400500,31.87,-0.01,3.98,0.00,0.00,3.98
1401000,31.87,0.01,3.99,-0.10,0.00,3.99
1401500,31.87,0.00,3.98,-0.10,0.00,3.98
1402000,31.87,0.01,3.98,-0.20,0.00,3.98
1402500,31.94,-0.01,3.98,0.00,0.00,3.98
1403000,31.87,-0.04,3.98,0.00,0.00,3.98
1403500,31.87,0.00,3.99,0.00,0.00,3.99
1404000,31.87,-0.03,3.98,-0.20,0.00,3.98
1404500,31.87,0.00,3.98,-0.20,0.00,3.98
1405000,31.87,0.00,3.98,0.00,0.00,3.98
1405500,31.87,-0.05,3.98,-0.20,0.00,3.98
1406000,31.87,-0.03,3.99,0.00,0.00,3.99
1406500,31.87,-0.03,3.98,-0.20,0.00,3.98
1407000,31.81,-0.01,3.99,0.00,0.00,3.99
1407500,31.87,-0.02,3.98,0.00,0.00,3.98
1408000,31.87,-0.01,3.99,-0.20,0.00,3.99
1408500,31.81,-0.02,3.98,-0.10,0.00,3.98
1409000,31.87,-0.02,3.98,-0.10,0.00,3.98
1409500,31.87,-0.01,3.99,0.00,0.00,3.99
1410000,31.81,-0.03,3.98,-0.30,0.00,3.98
1410500,31.81,0.00,3.98,0.00,0.00,3.98
1411000,31.87,-0.02,3.98,-0.40,0.00,3.98
1411500,31.81,0.00,3.98,-0.30,0.00,3.98
1412000,31.87,-0.01,3.98,-0.10,0.00,3.98
1412500,31.87,-0.01,3.98,0.10,0.00,3.98
1413000,31.87,-0.04,3.98,-0.20,0.00,3.98
1413500,31.81,-0.01,3.98,-0.10,0.00,3.98
1414000,31.87,0.00,3.98,-0.10,0.00,3.98
1414500,31.87,-0.03,3.99,-0.30,0.00,3.99
1415000,31.81,0.01,3.98,-0.10,0.00,3.98
1415500,31.81,0.00,3.98,-0.20,0.00,3.98
1416000,31.81,-0.01,3.98,-0.20,0.00,3.98
1416500,31.81,-0.02,3.98,-0.10,0.00,3.98
1417000,31.81,-0.01,3.98,0.10,0.00,3.98
1417500,31.81,0.00,3.98,0.10,0.00,3.98
1418000,31.75,-0.01,3.98,-0.20,0.00,3.98
1418500,31.75,0.02,3.98,0.10,0.00,3.98
1419000,31.75,0.00,3.99,0.00,0.00,3.99
1419500,31.81,-0.03,3.99,0.10,0.00,3.99
1420000,31.75,-0.01,3.98,-0.10,0.00,3.98
1420500,31.75,-0.02,3.98,-0.10,0.00,3.98
1421000,31.75,0.00,3.98,-0.10,0.00,3.98
1421500,31.75,-0.02,3.98,0.00,0.00,3.98
1422000,31.75,-0.01,3.98,-0.40,0.00,3.98
1422500,31.75,-0.04,3.98,-0.10,0.00,3.98
1423000,31.75,0.00,3.98,-0.10,0.00,3.98
1423500,31.75,-0.02,3.98,-0.30,0.00,3.98
1424000,31.75,0.01,3.98,-0.30,0.00,3.98
1424500,31.75,-0.01,3.98,-0.20,0.00,3.98
1425000,31.75,-0.03,3.98,0.10,0.00,3.98
1425500,31.75,-0.01,3.98,-0.10,0.00,3.98
1426000,31.75,-0.03,3.98,-0.10,0.00,3.98
1426500,31.75,-0.01,3.98,-0.20,0.00,3.98
1427000,31.75,-0.02,3.99,-0.30,0.00,3.99
1427500,31.75,-0.01,3.98,-0.10,0.00,3.98
1428000,31.75,-0.01,3.98,-0.10,0.00,3.98
1428500,31.69,-0.02,3.98,-0.10,0.00,3.98
1429000,31.75,-0.01,3.98,0.00,0.00,3.98
1429500,31.75,-0.03,3.99,-0.30,0.00,3.99
1430000,31.75,-0.02,3.98,-0.10,0.00,3.98
1430500,31.69,0.01,3.98,-0.20,0.00,3.98
1431000,31.69,-0.02,3.98,-0.20,0.00,3.98
1431500,31.69,-0.04,3.98,0.10,0.00,3.98
1432000,31.69,0.00,3.98,-0.10,0.00,3.98
1432500,31.69,0.00,3.99,-0.40,0.00,3.99
1433000,31.62,-0.02,3.98,0.00,0.00,3.98
1433500,31.62,-0.02,3.98,-0.20,0.00,3.98
1434000,31.62,-0.03,3.98,0.10,0.00,3.98
1434500,31.62,-0.02,3.99,0.00,0.00,3.99
1435000,31.62,-0.03,3.99,-0.20,0.00,3.99
1435500,31.62,-0.02,3.98,0.00,0.00,3.98
1436000,31.62,-0.01,3.98,0.20,0.00,3.98
1436500,31.62,-0.03,3.98,-0.10,0.00,3.98
1437000,31.62,-0.01,3.99,-0.20,0.00,3.99
1437500,31.62,-0.01,3.99,-0.30,0.00,3.99
1438000,31.62,-0.01,3.99,-0.30,0.00,3.99
1438500,31.62,-0.03,3.98,-0.10,0.00,3.98
1439000,31.62,-0.01,3.99,0.00,0.00,3.99
1439500,31.62,-0.02,3.99,-0.20,0.00,3.99
1440000,31.56,-0.01,3.99,-0.30,0.00,3.99
1440500,31.56,0.01,3.98,-0.20,0.00,3.98
1441000,31.56,-0.01,3.98,0.00,0.00,3.98
1441500,31.56,-0.02,3.98,-0.10,0.00,3.98
1442000,31.56,-0.02,3.98,-0.10,0.00,3.98
1442500,31.56,0.00,3.98,-0.10,0.00,3.98
1443000,31.50,0.00,3.98,-0.10,0.00,3.98
1443500,31.50,0.00,3.99,-0.20,0.00,3.99
1444000,31.50,-0.02,3.98,0.00,0.00,3.98
1444500,31.50,-0.02,3.98,-0.10,0.00,3.98
1445000,31.50,-0.02,3.98,-0.20,0.00,3.98
1445500,31.50,-0.03,3.98,0.00,0.00,3.98
1446000,31.56,-0.03,3.98,-0.10,0.00,3.98
1446500,31.50,-0.01,3.98,-0.10,0.00,3.98
1447000,31.50,-0.01,3.99,-0.10,0.00,3.99
1447500,31.50,-0.01,3.98,-0.20,0.00,3.98
1448000,31.50,-0.01,3.99,-0.10,0.00,3.99
1448500,31.50,-0.02,3.98,0.00,0.00,3.98
1449000,31.50,0.00,3.99,0.10,0.00,3.99
1449500,31.50,-0.01,3.98,-0.20,0.00,3.98
1450000,31.50,-0.02,3.99,-0.40,0.00,3.99
1450500,31.44,0.00,3.98,0.00,0.00,3.98
1451000,31.50,0.01,3.98,0.00,0.00,3.98
1451500,31.44,-0.02,3.98,-0.10,0.00,3.98
1452000,31.44,-0.01,3.98,-0.10,0.00,3.98
1452500,31.44,-0.01,3.98,-0.10,0.00,3.98
1453000,31.44,-0.03,3.98,0.00,0.00,3.98
1453500,31.44,-0.01,3.98,-0.10,0.00,3.98
1454000,31.44,-0.03,3.98,-0.10,0.00,3.98
1454500,31.37,0.00,3.98,-0.10,0.00,3.98
1455000,31.37,-0.02,3.98,-0.10,0.00,3.98
1455500,31.44,0.00,3.98,-0.30,0.00,3.98
1456000,31.44,-0.02,3.98,0.00,0.00,3.98
1456500,31.44,-0.01,3.98,0.00,0.00,3.98
1457000,31.44,-0.02,3.98,0.00,0.00,3.98
1457500,31.44,-0.01,3.98,-0.20,0.00,3.98
1458000,31.44,-0.03,3.98,-0.10,0.00,3.98
1458500,31.37,0.00,3.98,-0.10,0.00,3.98
1459000,31.44,-0.02,3.99,-0.10,0.00,3.99
1459500,31.44,-0.02,3.98,-0.20,0.00,3.98
1460000,31.44,-0.04,3.98,-0.10,0.00,3.98
1460500,31.44,-0.02,3.98,-0.20,0.00,3.98
1461000,31.44,-0.01,3.98,-0.40,0.00,3.98
1461500,31.37,0.01,3.98,-0.10,0.00,3.98
1462000,31.37,-0.01,3.99,-0.50,4.00,3.99
1462500,31.37,0.00,3.98,-0.30,0.00,3.98
1463000,31.37,-0.03,3.98,-0.30,0.00,3.98
1463500,31.37,-0.02,3.98,0.10,0.00,3.98
1464000,31.37,0.03,3.98,0.10,0.00,3.98
1464500,31.37,-0.02,3.98,-0.10,0.00,3.98
1465000,31.37,0.01,3.98,0.10,0.00,3.98
1465500,31.37,-0.01,3.98,-0.10,0.00,3.98
1466000,31.31,0.01,3.98,-0.10,0.00,3.98
1466500,31.37,-0.02,3.99,-0.20,0.00,3.99
1467000,31.31,-0.01,3.98,0.00,0.00,3.98
1467500,31.31,0.00,3.98,0.10,0.00,3.98
1468000,31.31,0.01,3.98,-0.30,0.00,3.98
1468500,31.31,-0.01,3.98,0.00,0.00,3.98
1469000,31.31,-0.03,3.99,0.00,0.00,3.99
1469500,31.25,-0.01,3.98,-0.10,0.00,3.98
1470000,31.31,-0.02,3.98,-0.10,0.00,3.98
1470500,31.31,-0.01,3.98,-0.10,0.00,3.98
1471000,31.31,-0.02,3.99,0.10,0.00,3.99
1471500,31.31,0.01,3.98,-0.10,0.00,3.98
1472000,31.31,-0.03,3.99,-0.30,0.00,3.99
1472500,31.31,0.01,3.98,-0.10,0.00,3.98
1473000,31.25,0.00,3.98,-0.10,0.00,3.98
1473500,31.31,-0.01,3.98,-0.20,0.00,3.98
1474000,31.31,-0.02,3.98,0.00,0.00,3.98
1474500,31.31,-0.01,3.98,-0.20,0.00,3.98
1475000,31.31,-0.03,3.98,0.00,0.00,3.98
1475500,31.25,-0.02,3.99,0.10,0.00,3.99
1476000,31.31,0.00,3.98,0.00,0.00,3.98
1476500,31.31,-0.02,3.99,0.10,0.00,3.99
1477000,31.31,0.00,3.98,0.00,0.00,3.98
1477500,31.31,0.00,3.99,-0.10,0.00,3.99
1478000,31.25,-0.01,3.98,0.10,0.00,3.98
1478500,31.31,-0.01,3.98,-0.10,0.00,3.98
1479000,31.31,0.00,3.98,-0.10,0.00,3.98
1479500,31.25,-0.02,3.98,0.00,0.00,3.98
1480000,31.31,0.01,3.98,-0.10,0.00,3.98
1480500,31.25,0.00,3.99,-0.30,0.00,3.99
1481000,31.25,-0.01,3.98,0.00,0.00,3.98
1481500,31.25,-0.02,3.98,-0.10,0.00,3.98
1482000,31.25,0.00,3.98,-0.10,0.00,3.98
1482500,31.25,-0.03,3.98,0.00,0.00,3.98
1483000,31.25,-0.02,3.98,-0.10,0.00,3.98
1483500,31.25,-0.01,3.99,0.10,0.00,3.99
1484000,31.25,-0.02,3.98,-0.20,0.00,3.98
1484500,31.25,-0.02,3.98,-0.30,0.00,3.98
1485000,31.25,-0.02,3.98,-0.10,0.00,3.98
1485500,31.25,0.00,3.98,-0.10,0.00,3.98
1486000,31.25,-0.01,3.98,-0.30,0.00,3.98
1486500,31.19,-0.02,3.98,0.10,0.00,3.98
1487000,31.19,-0.03,3.99,0.10,0.00,3.99
1487500,31.19,-0.01,3.98,-0.30,0.00,3.98
1488000,31.19,-0.01,3.98,0.00,0.00,3.98
1488500,31.19,-0.02,3.98,0.00,0.00,3.98
1489000,31.19,-0.02,3.98,-0.20,0.00,3.98
1489500,31.19,0.01,3.98,-0.10,0.00,3.98
1490000,31.19,-0.01,3.99,0.00,0.00,3.99
1490500,31.12,0.00,3.99,-0.10,4.00,3.99
1491000,31.12,-0.02,3.98,0.00,0.00,3.98
1491500,31.12,-0.02,3.98,-0.30,0.00,3.98
1492000,31.12,-0.01,3.99,-0.10,0.00,3.99
1492500,31.12,0.00,3.98,-0.10,0.00,3.98
1493000,31.12,-0.03,3.98,-0.20,0.00,3.98
1493500,31.06,0.01,3.98,0.00,0.00,3.98
1494000,31.12,-0.02,3.98,-0.20,0.00,3.98
1494500,31.06,-0.02,3.99,0.10,0.00,3.99
1495000,31.12,-0.02,3.99,-0.10,0.00,3.99
1495500,31.12,0.00,3.98,-0.10,0.00,3.98
1496000,31.06,0.00,3.98,-0.20,0.00,3.98
1496500,31.12,-0.01,3.98,-0.20,0.00,3.98
1497000,31.12,-0.03,3.98,-0.10,0.00,3.98
1497500,31.12,-0.01,3.99,-0.10,0.00,3.99
1498000,31.12,-0.03,3.98,-0.10,0.00,3.98
1498500,31.12,-0.02,3.98,-0.10,0.00,3.98
1499000,31.12,-0.02,3.99,-0.10,0.00,3.99
1499500,31.06,0.02,3.98,-0.10,0.00,3.98
1500000,31.12,-0.01,3.98,-0.10,0.00,3.98
1500500,31.06,0.01,3.98,-0.30,0.00,3.98
1501000,31.06,-0.01,3.99,0.00,0.00,3.99
1501500,31.06,0.00,3.98,0.00,0.00,3.98
1502000,31.06,0.01,3.98,-0.20,0.00,3.98
1502500,31.06,0.00,3.98,-0.10,0.00,3.98
1503000,31.06,-0.03,3.98,-0.20,0.00,3.98
1503500,31.06,-0.02,3.99,0.00,0.00,3.99
1504000,31.06,-0.01,3.99,-0.20,0.00,3.99
1504500,31.06,-0.03,3.98,0.10,0.00,3.98
1505000,31.06,-0.01,3.98,0.00,0.00,3.98
1505500,31.06,0.00,3.99,-0.10,0.00,3.99
1506000,31.06,0.01,3.98,-0.10,0.00,3.98
1506500,31.06,-0.02,3.99,-0.30,0.00,3.99
1507000,31.06,-0.01,3.98,-0.10,0.00,3.98
1507500,31.06,-0.02,3.98,0.00,0.00,3.98
1508000,31.06,-0.01,3.98,0.00,0.00,3.98
1508500,31.06,-0.03,3.98,-0.30,0.00,3.98
1509000,31.06,-0.03,3.98,-0.10,0.00,3.98
1509500,31.06,-0.03,3.98,-0.10,0.00,3.98
1510000,31.06,-0.02,3.98,-0.20,0.00,3.98
1510500,31.06,-0.03,3.98,0.00,0.00,3.98
1511000,31.00,-0.02,3.98,0.00,0.00,3.98
1511500,31.06,0.01,3.98,0.00,0.00,3.98
1512000,31.00,0.00,3.98,-0.30,0.00,3.98
1512500,31.00,-0.01,3.98,0.00,0.00,3.98
1513000,31.00,-0.01,3.98,-0.10,0.00,3.98
1513500,31.00,-0.01,3.99,-0.20,0.00,3.99
1514000,31.00,-0.02,3.98,0.00,0.00,3.98
1514500,31.00,-0.01,3.99,-0.30,0.00,3.99
1515000,31.00,-0.01,3.99,-0.40,0.00,3.99
1515500,31.00,-0.02,3.99,0.00,0.00,3.99
1516000,31.00,-0.02,3.98,-0.20,0.00,3.98
1516500,31.00,0.00,3.98,0.00,0.00,3.98
1517000,31.00,-0.01,3.98,-0.10,0.00,3.98
1517500,31.00,-0.01,3.98,-0.10,0.00,3.98
1518000,31.00,0.01,3.99,-0.10,0.00,3.99
1518500,31.00,-0.01,3.98,0.00,0.00,3.98
1519000,31.00,-0.03,3.98,-0.30,0.00,3.98
1519500,30.94,-0.02,3.98,-0.30,0.00,3.98
1520000,30.94,143.94,0.05,1464.80,76.00,0.19
1520500,30.94,143.77,0.05,1438.70,68.00,0.19
1521000,30.87,145.17,0.05,1450.70,68.00,0.19
1521500,30.87,145.35,0.05,1452.20,68.00,0.19
1522000,30.87,147.78,0.05,1488.20,72.00,0.20
1522500,30.87,143.45,0.05,1434.50,68.00,0.19
1523000,30.87,140.55,0.04,1419.20,68.00,0.18
1523500,30.87,144.38,0.05,1437.50,68.00,0.19
1524000,30.87,142.20,0.05,1428.80,62.00,0.19
1524500,30.87,148.76,0.05,1487.80,72.00,0.20
1525000,30.87,147.88,0.05,1479.10,78.00,0.20
1525500,30.87,144.41,0.05,1445.00,68.00,0.19
1526000,30.87,144.97,0.05,1452.10,68.00,0.19
1526500,30.87,146.23,0.05,1462.10,68.00,0.19
1527000,30.87,147.94,0.05,1472.00,72.00,0.20
1527500,30.81,147.23,0.05,1469.20,76.00,0.20
1528000,30.87,151.01,0.05,1530.20,78.00,0.20
1528500,30.87,152.99,0.05,1525.70,78.00,0.20
1529000,30.87,154.21,0.05,1544.40,82.00,0.21
1529500,30.81,156.66,0.05,1566.60,82.00,0.21
1530000,30.81,156.76,0.06,1566.00,82.00,0.21
1530500,30.81,159.24,0.05,1590.50,88.00,0.21
1531000,30.81,158.04,0.05,1576.80,82.00,0.21
1531500,30.81,155.29,0.05,1555.90,88.00,0.21
1532000,30.81,158.66,0.05,1585.60,88.00,0.21
1532500,30.81,158.57,0.05,1558.10,82.00,0.21
1533000,30.81,156.77,0.05,1565.50,88.00,0.21
1533500,30.81,158.46,0.05,1592.60,82.00,0.21
1534000,30.81,158.61,0.05,1585.70,82.00,0.21
1534500,30.81,160.97,0.06,1608.00,86.00,0.22
1535000,30.87,160.84,0.06,1608.80,92.00,0.22
1535500,30.81,161.29,0.06,1611.90,98.00,0.22
1536000,30.87,161.48,0.06,1615.00,86.00,0.22
1536500,30.81,161.34,0.06,1613.50,92.00,0.22
1537000,30.81,162.22,0.06,1623.10,92.00,0.22
1537500,30.81,162.05,0.05,1618.20,92.00,0.21
1538000,30.81,162.24,0.06,1623.80,92.00,0.22
1538500,30.81,162.55,0.05,1625.00,92.00,0.21
1539000,30.81,161.10,0.05,1618.80,86.00,0.21
1539500,30.81,161.55,0.05,1616.80,92.00,0.21
1540000,30.81,162.52,0.06,1623.70,92.00,0.22
1540500,30.81,161.18,0.06,1612.40,92.00,0.22
1541000,30.81,162.83,0.05,1627.70,92.00,0.21
1541500,30.81,162.90,0.06,1629.10,86.00,0.22
1542000,30.81,162.04,0.06,1620.20,92.00,0.22
1542500,30.81,162.36,0.06,1628.70,92.00,0.22
1543000,30.81,167.05,0.06,1672.80,102.00,0.23
1543500,30.81,166.58,0.06,1663.40,92.00,0.22
1544000,30.81,163.76,0.06,1636.90,98.00,0.22
1544500,30.81,163.58,0.06,1635.70,92.00,0.22
1545000,30.81,163.01,0.06,1627.00,92.00,0.22
1545500,30.81,163.25,0.06,1633.30,92.00,0.22
1546000,30.81,163.52,0.06,1634.90,92.00,0.22
1546500,30.81,162.87,0.06,1628.40,92.00,0.22
1547000,30.87,163.95,0.06,1638.80,92.00,0.22
1547500,30.81,162.93,0.06,1629.70,92.00,0.22
1548000,30.81,164.11,0.06,1639.80,86.00,0.22
1548500,30.81,162.69,0.06,1625.40,92.00,0.22
1549000,30.87,164.26,0.06,1641.30,98.00,0.22
1549500,30.81,163.32,0.06,1635.00,86.00,0.22
1550000,30.87,163.50,0.06,1635.70,92.00,0.22
1550500,30.81,162.85,0.06,1629.60,86.00,0.22
1551000,30.87,165.33,0.06,1651.70,92.00,0.23
1551500,30.81,164.40,0.06,1634.10,98.00,0.22
1552000,30.81,163.51,0.06,1643.90,92.00,0.22
1552500,30.81,164.32,0.06,1644.30,92.00,0.22
1553000,30.87,164.52,0.06,1647.00,92.00,0.22
1553500,30.81,165.13,0.06,1650.00,92.00,0.23
1554000,30.87,164.48,0.06,1644.50,92.00,0.22
1554500,30.81,164.35,0.06,1648.90,92.00,0.22
1555000,30.87,164.60,0.06,1648.70,92.00,0.22
1555500,30.81,165.51,0.06,1655.20,92.00,0.22
1556000,30.81,165.12,0.06,1651.80,98.00,0.22
1556500,30.87,165.71,0.06,1656.20,98.00,0.22
1557000,30.87,163.12,0.06,1629.50,86.00,0.22
1557500,30.81,165.71,0.06,1657.10,92.00,0.23
1558000,30.87,164.82,0.06,1647.40,98.00,0.22
1558500,30.81,163.22,0.06,1637.70,92.00,0.22
1559000,30.87,163.87,0.06,1639.10,92.00,0.22
1559500,30.81,167.46,0.06,1674.60,96.00,0.23
1560000,30.87,167.38,0.06,1672.50,102.00,0.22
1560500,30.87,167.22,0.06,1668.90,96.00,0.22
1561000,30.87,166.05,0.06,1661.20,98.00,0.22
1561500,30.81,167.07,0.06,1673.80,96.00,0.23
1562000,30.87,167.49,0.06,1675.20,102.00,0.23
1562500,30.81,167.66,0.06,1676.80,102.00,0.22
1563000,30.87,167.88,0.06,1676.60,96.00,0.23
1563500,30.87,169.05,0.06,1690.60,96.00,0.23
1564000,30.87,168.68,0.06,1685.60,102.00,0.23
1564500,30.81,169.20,0.06,1691.90,102.00,0.23
1565000,30.87,169.08,0.06,1690.70,102.00,0.23
1565500,30.81,169.37,0.06,1693.70,102.00,0.23
1566000,30.87,170.21,0.06,1701.00,102.00,0.23
1566500,30.81,170.14,0.06,1701.30,102.00,0.23
1567000,30.87,169.72,0.06,1696.50,96.00,0.23
1567500,30.81,170.38,0.06,1705.10,102.00,0.23
1568000,30.81,170.25,0.06,1702.70,102.00,0.23
1568500,30.81,170.94,0.06,1706.40,102.00,0.23
1569000,30.81,169.92,0.06,1699.30,102.00,0.23
1569500,30.81,170.93,0.06,1708.70,102.00,0.23
1570000,30.81,170.27,0.06,1702.40,102.00,0.23
1570500,30.81,170.49,0.06,1704.30,102.00,0.23
1571000,30.81,171.04,0.06,1711.50,102.00,0.23
1571500,30.81,171.09,0.06,1711.50,96.00,0.23
1572000,30.87,171.30,0.06,1712.80,102.00,0.23
1572500,30.81,171.22,0.06,1711.50,102.00,0.24
1573000,30.81,171.76,0.06,1716.40,112.00,0.23
1573500,30.81,171.14,0.06,1712.00,108.00,0.23
1574000,30.81,170.99,0.06,1709.40,102.00,0.23
1574500,30.81,171.21,0.06,1711.30,102.00,0.23
1575000,30.87,171.89,0.06,1719.90,112.00,0.23
1575500,30.87,171.91,0.06,1719.00,102.00,0.23
1576000,30.87,172.05,0.06,1719.50,112.00,0.23
1576500,30.81,171.57,0.06,1717.40,102.00,0.24
1577000,30.87,171.55,0.06,1716.10,102.00,0.23
1577500,30.81,171.47,0.06,1714.60,102.00,0.23
1578000,30.87,171.58,0.06,1715.90,102.00,0.23
1578500,30.81,171.60,0.06,1715.70,102.00,0.23
1579000,30.87,171.84,0.06,1718.40,102.00,0.24
1579500,30.81,172.16,0.06,1721.00,104.00,0.24
1580000,30.87,172.12,0.06,1722.80,104.00,0.23
1580500,30.81,172.33,0.06,1723.20,104.00,0.24
1581000,30.87,172.44,0.06,1725.30,112.00,0.24
1581500,30.87,172.64,0.06,1726.80,104.00,0.23
1582000,30.87,172.02,0.06,1721.20,104.00,0.23
1582500,30.87,172.29,0.06,1722.80,112.00,0.23
1583000,30.87,172.53,0.06,1725.50,104.00,0.24
1583500,30.87,172.92,0.06,1730.70,104.00,0.24
1584000,30.94,173.37,0.06,1733.60,112.00,0.23
1584500,30.87,173.16,0.06,1728.10,104.00,0.23
1585000,30.94,172.92,0.06,1730.50,104.00,0.23
1585500,30.87,173.86,0.06,1738.60,104.00,0.24
1586000,30.94,173.40,0.06,1732.90,112.00,0.24
1586500,30.87,173.13,0.06,1731.60,104.00,0.23
1587000,30.94,174.65,0.06,1739.30,112.00,0.23
1587500,30.87,173.83,0.06,1738.70,104.00,0.23
1588000,30.94,173.82,0.06,1738.40,112.00,0.23
1588500,30.94,175.63,0.06,1750.80,112.00,0.24
1589000,31.00,175.13,0.06,1750.50,104.00,0.24
1589500,30.94,175.22,0.06,1752.80,112.00,0.24
1590000,30.94,175.53,0.06,1756.80,112.00,0.24
1590500,30.94,175.15,0.06,1752.00,112.00,0.24
1591000,31.00,175.37,0.06,1753.40,112.00,0.24
1591500,30.94,174.38,0.06,1743.40,104.00,0.23
1592000,30.94,174.27,0.06,1750.70,104.00,0.23
1592500,31.00,174.44,0.06,1743.40,104.00,0.24
1593000,30.94,174.27,0.06,1742.60,112.00,0.23
1593500,31.00,175.11,0.06,1745.90,104.00,0.24
1594000,31.00,174.49,0.06,1744.70,104.00,0.24
1594500,31.00,174.27,0.06,1742.40,112.00,0.23
1595000,31.00,174.17,0.06,1744.00,104.00,0.23
1595500,31.00,174.42,0.06,1743.40,104.00,0.24
1596000,31.00,175.31,0.06,1752.10,104.00,0.24
1596500,31.00,174.54,0.06,1747.60,112.00,0.23
1597000,31.00,174.66,0.06,1753.00,104.00,0.24
1597500,31.00,174.78,0.06,1746.80,104.00,0.23
1598000,31.00,174.67,0.06,1748.90,104.00,0.24
1598500,31.00,174.67,0.06,1747.00,104.00,0.23
1599000,31.00,174.87,0.06,1748.60,112.00,0.23
1599500,31.00,174.81,0.06,1748.10,112.00,0.23
1600000,31.06,174.93,0.06,1749.00,112.00,0.23
1600500,31.00,171.61,0.06,1722.40,104.00,0.23
1601000,31.00,174.12,0.06,1738.10,104.00,0.23
1601500,31.00,173.72,0.06,1742.50,104.00,0.23
1602000,31.00,172.76,0.06,1725.10,112.00,0.23
1602500,31.00,173.29,0.06,1736.20,104.00,0.23
1603000,31.00,173.63,0.06,1736.30,104.00,0.24
1603500,31.00,173.89,0.06,1739.30,104.00,0.23
